Departamento,Municipio,Zona,Puesto,Mesa,Estado_XREF
E14,PRE,01,019,003_00_02_018_5105_Mesa_18,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,003_00_03_001_5105_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,098_00_01_001_5104_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_01_001_5105_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_01_002_5105_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_01_003_5105_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_01_004_5105_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_03_001_5104_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_03_002_5104_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_05_001_5105_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_05_002_5105_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_05_003_5105_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_06_001_5105_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_06_002_5105_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_09_001_5103_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_09_002_5103_Mesa_2,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_09_003_5103_Mesa_3,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_09_004_5103_Mesa_4,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_13_001_5104_Mesa_1,CORRUPTO_PLANTILLA_B
E14,PRE,01,019,099_00_13_002_5104_Mesa_2,CORRUPTO_PLANTILLA_B
