archivo_pdf,resultado_xref,departamento,municipio,zona,puesto,mesa
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_013_5970_Mesa_13.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_009_5970_Mesa_9.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_014_5970_Mesa_14.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_012_5970_Mesa_12.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_016_5970_Mesa_16.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_018_5970_Mesa_18.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_18"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_015_5970_Mesa_15.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_020_5970_Mesa_20.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_20"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_017_5970_Mesa_17.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_022_5970_Mesa_22.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_22"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_023_5970_Mesa_23.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_23"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_021_5970_Mesa_21.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_21"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_019_5970_Mesa_19.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_19"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_024_5970_Mesa_24.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_24"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_030_5970_Mesa_30.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_30"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_025_5970_Mesa_25.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_25"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_028_5970_Mesa_28.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_28"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_026_5970_Mesa_26.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_26"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_031_5970_Mesa_31.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_31"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_027_5970_Mesa_27.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_27"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_029_5970_Mesa_29.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_29"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_034_5970_Mesa_34.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_34"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_040_5970_Mesa_40.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_40"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_032_5970_Mesa_32.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_32"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_039_5970_Mesa_39.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_39"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_038_5970_Mesa_38.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_38"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_033_5970_Mesa_33.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_33"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_037_5970_Mesa_37.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_37"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_035_5970_Mesa_35.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_35"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_042_5970_Mesa_42.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_42"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_036_5970_Mesa_36.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_36"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_041_5970_Mesa_41.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_41"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_044_5970_Mesa_44.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_44"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_001_5976_Mesa_1.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_043_5970_Mesa_43.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_43"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_046_5970_Mesa_46.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_46"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_047_5970_Mesa_47.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_47"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS CENTRO COMERCIAL/E14_PRE_16_001_009_09_03_045_5970_Mesa_45.pdf","CORRUPTO_XREF","16","001","09","03","Mesa_45"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_005_5976_Mesa_5.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_002_5976_Mesa_2.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_009_5976_Mesa_9.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_003_5976_Mesa_3.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_008_5976_Mesa_8.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_012_5976_Mesa_12.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_006_5976_Mesa_6.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_010_5976_Mesa_10.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_007_5976_Mesa_7.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_011_5976_Mesa_11.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_013_5976_Mesa_13.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_015_5976_Mesa_15.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_016_5976_Mesa_16.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_014_5976_Mesa_14.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_017_5976_Mesa_17.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_019_5976_Mesa_19.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_19"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_018_5976_Mesa_18.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_18"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_021_5976_Mesa_21.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_21"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_025_5976_Mesa_25.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_25"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_020_5976_Mesa_20.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_20"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_028_5976_Mesa_28.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_28"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_027_5976_Mesa_27.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_27"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_023_5976_Mesa_23.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_23"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_024_5976_Mesa_24.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_24"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE B/E14_PRE_16_001_009_09_28_002_5972_Mesa_2.pdf","CORRUPTO_XREF","16","001","09","28","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_029_5976_Mesa_29.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_29"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_026_5976_Mesa_26.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_26"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_022_5976_Mesa_22.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_22"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/HAYUELOS JUMBO/E14_PRE_16_001_009_09_27_030_5976_Mesa_30.pdf","CORRUPTO_XREF","16","001","09","27","Mesa_30"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/IED MARIA J CANELONES/E14_PRE_16_001_009_09_47_002_5970_Mesa_2.pdf","CORRUPTO_XREF","16","001","09","47","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/IED MARIA J CANELONES/E14_PRE_16_001_009_09_47_001_5970_Mesa_1.pdf","CORRUPTO_XREF","16","001","09","47","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE B/E14_PRE_16_001_009_09_28_001_5972_Mesa_1.pdf","CORRUPTO_XREF","16","001","09","28","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE D PALESTINA/E14_PRE_16_001_009_09_46_002_5971_Mesa_2.pdf","CORRUPTO_XREF","16","001","09","46","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE D PALESTINA/E14_PRE_16_001_009_09_46_001_5971_Mesa_1.pdf","CORRUPTO_XREF","16","001","09","46","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE B/E14_PRE_16_001_009_09_28_003_5972_Mesa_3.pdf","CORRUPTO_XREF","16","001","09","28","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE B/E14_PRE_16_001_009_09_28_004_5972_Mesa_4.pdf","CORRUPTO_XREF","16","001","09","28","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_001_5979_Mesa_1.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_002_5979_Mesa_2.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_004_5979_Mesa_4.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_009_5979_Mesa_9.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE B/E14_PRE_16_001_009_09_28_005_5972_Mesa_5.pdf","CORRUPTO_XREF","16","001","09","28","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/INTEGRADO SEDE D PALESTINA/E14_PRE_16_001_009_09_46_003_5971_Mesa_3.pdf","CORRUPTO_XREF","16","001","09","46","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_010_5979_Mesa_10.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_003_5979_Mesa_3.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_007_5979_Mesa_7.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_006_5979_Mesa_6.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_008_5979_Mesa_8.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_001_5980_Mesa_1.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA ALDEA/E14_PRE_16_001_009_09_24_005_5979_Mesa_5.pdf","CORRUPTO_XREF","16","001","09","24","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_002_5980_Mesa_2.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_005_5980_Mesa_5.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_003_5980_Mesa_3.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_011_5980_Mesa_11.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_008_5980_Mesa_8.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_007_5980_Mesa_7.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_004_5980_Mesa_4.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_012_5980_Mesa_12.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_006_5980_Mesa_6.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_014_5980_Mesa_14.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_010_5980_Mesa_10.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/BOGOTA D.C./BOGOTA. D.C./ZONA 09/LA FELICIDAD/E14_PRE_16_001_009_09_21_009_5980_Mesa_9.pdf","CORRUPTO_XREF","16","001","09","21","Mesa_9"
