archivo_pdf,resultado_xref,departamento,municipio,zona,puesto,mesa
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE NORMAL SUPERIOR M.E.C./E14_PRE_60_001_002_00_02_025_6949_Mesa_25.pdf","CORRUPTO_XREF","60","001","00","02","Mesa_25"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE NORMAL SUPERIOR M.E.C./E14_PRE_60_001_002_00_02_026_6949_Mesa_26.pdf","CORRUPTO_XREF","60","001","00","02","Mesa_26"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE NORMAL SUPERIOR M.E.C./E14_PRE_60_001_002_00_02_024_6949_Mesa_24.pdf","CORRUPTO_XREF","60","001","00","02","Mesa_24"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_005_6948_Mesa_5.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE NORMAL SUPERIOR M.E.C./E14_PRE_60_001_002_00_02_027_6949_Mesa_27.pdf","CORRUPTO_XREF","60","001","00","02","Mesa_27"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE NORMAL SUPERIOR M.E.C./E14_PRE_60_001_002_00_02_029_6949_Mesa_29.pdf","CORRUPTO_XREF","60","001","00","02","Mesa_29"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_003_6948_Mesa_3.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE NORMAL SUPERIOR M.E.C./E14_PRE_60_001_002_00_02_028_6949_Mesa_28.pdf","CORRUPTO_XREF","60","001","00","02","Mesa_28"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_011_6948_Mesa_11.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_009_6948_Mesa_9.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_001_6948_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_010_6948_Mesa_10.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_007_6948_Mesa_7.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_019_6948_Mesa_19.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_19"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_004_6948_Mesa_4.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_014_6948_Mesa_14.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_015_6948_Mesa_15.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_012_6948_Mesa_12.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_008_6948_Mesa_8.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_006_6948_Mesa_6.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_018_6948_Mesa_18.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_18"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_013_6948_Mesa_13.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_016_6948_Mesa_16.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_020_6948_Mesa_20.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_20"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_017_6948_Mesa_17.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_021_6948_Mesa_21.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_21"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_024_6948_Mesa_24.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_24"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_022_6948_Mesa_22.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_22"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/ARARA/E14_PRE_60_001_099_00_74_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","74","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/KILOMETRO 11/E14_PRE_60_001_099_00_77_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","77","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/MACEDONIA/E14_PRE_60_001_099_00_72_002_6949_Mesa_2.pdf","CORRUPTO_XREF","60","001","00","72","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 98/CARCEL/E14_PRE_60_001_098_00_01_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","01","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 02/IE SAGRADO CORAZON DE JESUS/E14_PRE_60_001_002_00_03_023_6948_Mesa_23.pdf","CORRUPTO_XREF","60","001","00","03","Mesa_23"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/ARARA/E14_PRE_60_001_099_00_74_002_6949_Mesa_2.pdf","CORRUPTO_XREF","60","001","00","74","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/IE SAN JUAN BOSCO/E14_PRE_60_001_099_00_76_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","76","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/NAZARETH/E14_PRE_60_001_099_00_73_002_6949_Mesa_2.pdf","CORRUPTO_XREF","60","001","00","73","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SAN JOSE KM 6/E14_PRE_60_001_099_00_75_003_6949_Mesa_3.pdf","CORRUPTO_XREF","60","001","00","75","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/MACEDONIA/E14_PRE_60_001_099_00_72_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","72","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SAN MARTIN DE AMACAYACU/E14_PRE_60_001_099_00_71_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","71","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SAN JOSE KM 6/E14_PRE_60_001_099_00_75_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","75","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SANTA SOFIA/E14_PRE_60_001_099_00_70_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","70","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/MIRITI PARANA/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_019_000_00_00_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","019","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_001_3090_Mesa_1.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO ARICA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_040_000_00_00_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","040","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_003_3090_Mesa_3.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SAN JOSE KM 6/E14_PRE_60_001_099_00_75_002_6949_Mesa_2.pdf","CORRUPTO_XREF","60","001","00","75","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SANTA SOFIA/E14_PRE_60_001_099_00_70_002_6949_Mesa_2.pdf","CORRUPTO_XREF","60","001","00","70","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/NAZARETH/E14_PRE_60_001_099_00_73_001_6949_Mesa_1.pdf","CORRUPTO_XREF","60","001","00","73","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO ALEGRIA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_030_000_00_00_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","030","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/MIRITI PARANA/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_019_000_00_00_002_3085_Mesa_2.pdf","CORRUPTO_XREF","60","019","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO ARICA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_040_000_00_00_002_3085_Mesa_2.pdf","CORRUPTO_XREF","60","040","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SANTA SOFIA/E14_PRE_60_001_099_00_70_003_6949_Mesa_3.pdf","CORRUPTO_XREF","60","001","00","70","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/MIRITI PARANA/ZONA 99/SANTA ISABEL/E14_PRE_60_019_099_00_70_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","019","00","70","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 99/ATACUARI/E14_PRE_60_007_099_00_20_001_3090_Mesa_1.pdf","CORRUPTO_XREF","60","007","00","20","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/LETICIA/ZONA 99/SANTA SOFIA/E14_PRE_60_001_099_00_70_004_6949_Mesa_4.pdf","CORRUPTO_XREF","60","001","00","70","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_004_3090_Mesa_4.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_002_3090_Mesa_2.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_005_3090_Mesa_5.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_006_3090_Mesa_6.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_008_3090_Mesa_8.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 99/COMUNIDAD DE NARANJALES/E14_PRE_60_007_099_00_22_001_3090_Mesa_1.pdf","CORRUPTO_XREF","60","007","00","22","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_010_3090_Mesa_10.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 99/ATACUARI/E14_PRE_60_007_099_00_20_002_3090_Mesa_2.pdf","CORRUPTO_XREF","60","007","00","20","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_012_3090_Mesa_12.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_011_3090_Mesa_11.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 99/COMUNIDAD DOCE DE OCTUBRE/E14_PRE_60_007_099_00_21_001_3090_Mesa_1.pdf","CORRUPTO_XREF","60","007","00","21","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_007_3090_Mesa_7.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/TARAPACA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_022_000_00_00_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","022","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 00/PUESTO CABECERA MUNICIPAL/E14_PRE_60_007_000_00_00_009_3090_Mesa_9.pdf","CORRUPTO_XREF","60","007","00","00","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO SANTANDER/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_021_000_00_00_002_3085_Mesa_2.pdf","CORRUPTO_XREF","60","021","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO NARIÑO/ZONA 99/COMUNIDAD DOCE DE OCTUBRE/E14_PRE_60_007_099_00_21_002_3090_Mesa_2.pdf","CORRUPTO_XREF","60","007","00","21","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/PUERTO SANTANDER/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_021_000_00_00_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","021","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/TARAPACA/ZONA 99/PUERTO EZEQUIEL/E14_PRE_60_022_099_00_01_001_3085_Mesa_1.pdf","CORRUPTO_XREF","60","022","00","01","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/TARAPACA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_022_000_00_00_002_3085_Mesa_2.pdf","CORRUPTO_XREF","60","022","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/TARAPACA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_022_000_00_00_003_3085_Mesa_3.pdf","CORRUPTO_XREF","60","022","00","00","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_007_2001_Mesa_7.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_7"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_005_2001_Mesa_5.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_5"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_003_2001_Mesa_3.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_3"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_001_2001_Mesa_1.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_1"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/AMAZONAS/TARAPACA/ZONA 00/CORREGIMIENTO DEPARTAMENTAL/E14_PRE_60_022_000_00_00_004_3085_Mesa_4.pdf","CORRUPTO_XREF","60","022","00","00","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_009_2001_Mesa_9.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_9"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_004_2001_Mesa_4.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_4"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_008_2001_Mesa_8.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_8"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_013_2001_Mesa_13.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_13"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_006_2001_Mesa_6.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_6"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_011_2001_Mesa_11.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_11"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_002_2001_Mesa_2.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_2"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_017_2001_Mesa_17.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_17"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_015_2001_Mesa_15.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_15"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_012_2001_Mesa_12.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_12"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_014_2001_Mesa_14.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_14"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_016_2001_Mesa_16.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_16"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_010_2001_Mesa_10.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_10"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_018_2001_Mesa_18.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_18"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_022_2001_Mesa_22.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_22"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_019_2001_Mesa_19.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_19"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_025_2001_Mesa_25.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_25"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_023_2001_Mesa_23.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_23"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_020_2001_Mesa_20.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_20"
"/media/andrea-zabala-c/D A T A1/segundaVuelta/claveros_pdf/ANTIOQUIA/ABEJORRAL/ZONA 00/I.E. FUNDACION CELIA DUQUE/E14_PRE_01_004_000_00_00_033_2001_Mesa_33.pdf","CORRUPTO_XREF","01","004","00","00","Mesa_33"
